Probe 1,Probe 2,Probe 3
0.112587,0.107573,0.095859
0.112315,0.108268,0.096679
0.112042,0.108546,0.097226
0.111906,0.108824,0.097636
0.111361,0.10938,0.098456
0.111089,0.109658,0.099002
0.110816,0.109936,0.099412
0.110271,0.110492,0.100232
0.109862,0.11077,0.100779
0.109454,0.111047,0.101189
0.108772,0.111464,0.102008
0.108363,0.111742,0.102418
0.107955,0.111881,0.102828
0.107001,0.112298,0.103648
0.106456,0.112437,0.104058
0.106047,0.112576,0.104331
0.105093,0.112854,0.105151
0.104548,0.112993,0.105425
0.104003,0.113132,0.105835
0.103458,0.113271,0.106244
0.102368,0.11341,0.106791
0.10196,0.113549,0.107201
0.101415,0.113549,0.107474
0.100461,0.113688,0.108157
0.099916,0.113688,0.108431
0.099507,0.113827,0.108704
0.098553,0.113827,0.109251
0.098008,0.113966,0.109524
0.097599,0.113966,0.109797
0.096509,0.113966,0.110344
0.096101,0.113966,0.11048
0.095556,0.113966,0.110754
0.094602,0.113966,0.111027
0.094193,0.113966,0.1113
0.093784,0.113966,0.111437
0.092831,0.113827,0.11171
0.092422,0.113827,0.111984
0.092149,0.113827,0.11212
0.091468,0.113549,0.112393
0.091196,0.11341,0.11253
0.090923,0.113271,0.112667
0.090378,0.112854,0.11294
0.090105,0.112576,0.113077
0.089833,0.112298,0.113213
0.089697,0.112159,0.11335
0.089288,0.111603,0.113487
0.089015,0.111186,0.113623
0.088743,0.110909,0.11376
0.08847,0.110353,0.113897
0.088334,0.109936,0.113897
0.088198,0.109519,0.113897
0.088062,0.108824,0.11376
0.088062,0.108407,0.11376
0.088062,0.108129,0.113623
0.088198,0.107295,0.113487
0.088334,0.106878,0.11335
0.08847,0.106461,0.113077
0.088879,0.105628,0.112667
0.089152,0.105211,0.112393
0.089424,0.104655,0.11212
0.089969,0.103682,0.111574
0.090378,0.103265,0.1113
0.09065,0.102709,0.11089
0.091468,0.101736,0.110207
0.091877,0.10132,0.109934
0.092286,0.100903,0.109524
0.092694,0.100347,0.109251
0.093512,0.099374,0.108431
0.093921,0.098957,0.108157
0.094329,0.098401,0.107748
0.095283,0.097289,0.107201
0.095828,0.096872,0.106791
0.096373,0.096317,0.106518
0.097327,0.095344,0.105835
0.097872,0.094927,0.105561
0.098417,0.094371,0.105288
0.099507,0.093398,0.104741
0.099916,0.092981,0.104331
0.100461,0.092564,0.104058
0.101415,0.091731,0.103375
0.101823,0.091453,0.102965
0.102368,0.091175,0.102555
0.103186,0.090619,0.101735
0.103595,0.090341,0.101325
0.104003,0.090063,0.100915
0.104821,0.089785,0.099959
0.105093,0.089646,0.099549
0.105502,0.089368,0.099002
0.105775,0.089229,0.098592
0.10632,0.088951,0.097636
0.106592,0.088951,0.097226
0.106728,0.088951,0.096679
0.107273,0.088951,0.095859
0.10741,0.088951,0.09545
0.107546,0.08909,0.09504
0.107955,0.089368,0.09422
0.108091,0.089507,0.093946
0.108227,0.089785,0.093536
0.1085,0.090202,0.09299
0.108636,0.09048,0.092717
0.108908,0.090619,0.092307
0.109045,0.091314,0.09176
0.109181,0.091453,0.091623
0.109454,0.09187,0.09135
0.109726,0.092425,0.09094
0.109862,0.092703,0.090667
0.109999,0.092981,0.090394
0.110271,0.093676,0.089984
0.110407,0.093954,0.089847
0.11068,0.094371,0.089574
0.110952,0.095066,0.0893
0.111089,0.095483,0.0893
0.111225,0.0959,0.0893
0.111361,0.096317,0.089164
0.111497,0.097289,0.089164
0.111634,0.097706,0.0893
0.11177,0.098262,0.0893
0.111906,0.099235,0.089574
0.112042,0.099791,0.089574
0.112042,0.100347,0.08971
0.112315,0.10132,0.089984
0.112315,0.101875,0.09012
0.112451,0.102431,0.090257
0.112587,0.103404,0.090667
0.112587,0.103821,0.090804
0.112724,0.104238,0.091077
0.11286,0.105072,0.091623
0.11286,0.10535,0.092033
0.11286,0.105767,0.092443
0.11286,0.106322,0.093263
0.11286,0.1066,0.093673
0.112724,0.106878,0.094083
0.112587,0.107434,0.09504
0.112587,0.107712,0.095586
0.112451,0.107851,0.095996
0.112179,0.108129,0.096543
0.111906,0.108546,0.097499
0.111634,0.108824,0.098046
0.111497,0.108963,0.098456
0.110952,0.109519,0.099412
0.11068,0.109797,0.099822
0.110271,0.110075,0.100369
0.109726,0.110492,0.101189
0.109317,0.11077,0.101599
0.108908,0.111047,0.102008
0.108091,0.111603,0.102828
0.107682,0.111881,0.103102
0.107137,0.112159,0.103375
0.106183,0.112576,0.104058
0.105775,0.112715,0.104331
0.10523,0.112993,0.104605
0.10414,0.113271,0.105288
0.103595,0.11341,0.105561
0.103186,0.113549,0.105835
0.10196,0.113688,0.106381
0.101415,0.113827,0.106791
0.101006,0.113827,0.107064
0.100325,0.113966,0.107338
0.099371,0.113966,0.108157
0.098826,0.113966,0.108431
0.098281,0.113966,0.108704
0.097191,0.113827,0.109524
0.096646,0.113827,0.109797
0.096237,0.113827,0.11007
0.095283,0.113688,0.110754
0.094874,0.113549,0.111027
0.094466,0.113549,0.1113
0.093648,0.11341,0.111847
0.093239,0.113271,0.11212
0.092831,0.113271,0.112257
0.092013,0.113132,0.112667
0.091604,0.112993,0.112803
0.091332,0.112993,0.11294
0.09065,0.112715,0.113077
0.090378,0.112576,0.113213
0.089969,0.112437,0.113213
0.089424,0.112159,0.11335
0.089288,0.11202,0.113487
0.089015,0.111742,0.113487
0.088607,0.111325,0.113487
0.088334,0.111047,0.113487
0.088198,0.11077,0.113487
0.088062,0.110492,0.113487
0.087925,0.109797,0.11335
0.087925,0.109519,0.11335
0.087925,0.109102,0.11335
0.087925,0.108268,0.113213
0.088062,0.107851,0.113077
0.088198,0.107434,0.113077
0.08847,0.1066,0.11294
0.088743,0.106184,0.112803
0.089015,0.105767,0.112667
0.08956,0.104794,0.112393
0.089969,0.104377,0.11212
0.090242,0.103821,0.111984
0.091059,0.102987,0.111574
0.091468,0.102431,0.1113
0.091877,0.102014,0.111027
0.092694,0.101042,0.11048
0.093239,0.100625,0.11007
0.093648,0.100208,0.109797
0.094466,0.099235,0.109114
0.095011,0.098679,0.108841
0.095419,0.098262,0.108431
0.095828,0.097706,0.108157
0.096646,0.096733,0.107338
0.097191,0.096317,0.106928
0.097599,0.095761,0.106518
0.098553,0.094788,0.105698
0.098962,0.094371,0.105288
0.099507,0.093954,0.104878
0.100325,0.092981,0.104058
0.10087,0.092564,0.103648
0.101415,0.092147,0.103238
0.102368,0.091453,0.102282
0.102777,0.091036,0.101872
0.103186,0.090758,0.101462
0.10414,0.090202,0.100642
0.104412,0.090063,0.100232
0.104821,0.089785,0.099822
0.105502,0.089507,0.099002
0.105775,0.089368,0.098592
0.106047,0.089229,0.098182
0.106456,0.08909,0.097226
0.106728,0.088951,0.096816
0.106865,0.088951,0.096406
0.107137,0.088951,0.095859
0.10741,0.08909,0.094903
0.107546,0.08909,0.094493
0.107818,0.089229,0.094083
0.108091,0.089507,0.093127
0.108227,0.089646,0.092717
0.108363,0.089785,0.092307
0.108772,0.090202,0.091623
0.108908,0.090341,0.091214
0.109045,0.09048,0.091077
0.109317,0.091036,0.09053
0.10959,0.091314,0.090394
0.109726,0.091731,0.090257
0.109999,0.092425,0.089984
0.110271,0.092842,0.089984
0.110407,0.093259,0.089847
0.110816,0.094093,0.089574
0.110952,0.09451,0.089574
0.111225,0.095066,0.089437
0.111497,0.0959,0.089164
0.111634,0.096456,0.089164
0.111906,0.096872,0.089027
0.112042,0.097706,0.088891
0.112179,0.098123,0.088891
0.112315,0.098679,0.088891
0.112451,0.098957,0.088891
0.112451,0.09993,0.089164
0.112587,0.100486,0.089164
0.112587,0.100903,0.089437
0.112724,0.101875,0.089984
0.112724,0.102431,0.090257
0.112724,0.102848,0.09053
0.112724,0.103821,0.091214
0.112587,0.104238,0.091487
0.112587,0.104655,0.091897
0.112451,0.105489,0.092717
0.112451,0.105906,0.093127
0.112451,0.106322,0.093536
0.112315,0.107017,0.094356
0.112179,0.107295,0.094766
0.112042,0.107712,0.095176
0.11177,0.108268,0.096133
0.111634,0.108546,0.096543
0.111497,0.108824,0.097089
0.111089,0.109241,0.097909
0.110952,0.109519,0.098456
0.11068,0.109797,0.098866
0.110407,0.110075,0.099276
0.109999,0.110492,0.100232
0.109726,0.11077,0.100642
0.109317,0.110909,0.101189
0.108772,0.111325,0.102008
0.1085,0.111603,0.102418
0.108091,0.111742,0.102965
0.10741,0.112159,0.103785
0.106865,0.112437,0.104195
0.106592,0.112576,0.104605
0.105502,0.112993,0.105288
0.105093,0.113132,0.105698
0.104685,0.113271,0.106108
0.103458,0.113549,0.106654
0.102913,0.113688,0.106928
0.102368,0.113827,0.107201
0.101142,0.114105,0.107748
0.100597,0.114244,0.108157
0.100052,0.114244,0.108294
0.098826,0.114383,0.108841
0.098281,0.114522,0.109114
0.097872,0.114522,0.109387
0.097191,0.114522,0.109661
0.096237,0.114383,0.110207
0.095828,0.114383,0.11048
0.095283,0.114383,0.110754
0.094466,0.114244,0.111164
0.094057,0.114105,0.111437
0.093648,0.113966,0.11171
0.092967,0.113688,0.11212
0.092558,0.113549,0.112393
0.092286,0.113271,0.11253
0.091604,0.112993,0.112803
0.091332,0.112715,0.11294
0.090923,0.112437,0.113077
0.090242,0.11202,0.113213
0.089969,0.111742,0.11335
0.089697,0.111464,0.11335
0.089152,0.110909,0.113487
0.088879,0.110631,0.113487
0.088607,0.110492,0.113487
0.088198,0.109936,0.113487
0.088062,0.109658,0.113487
0.087925,0.10938,0.11335
0.087789,0.108824,0.113213
0.087789,0.108546,0.113077
0.087789,0.108268,0.113077
0.087925,0.10799,0.11294
0.088062,0.107295,0.112667
0.088334,0.107017,0.11253
0.08847,0.1066,0.112393
0.088879,0.105906,0.11212
0.089152,0.105489,0.111847
0.089424,0.105072,0.11171
0.089969,0.104099,0.1113
0.090242,0.103682,0.111164
0.090514,0.103126,0.11089
0.091196,0.102014,0.110344
0.091604,0.101597,0.11007
0.092013,0.101042,0.109797
0.092967,0.09993,0.109251
0.093376,0.099374,0.108977
0.093921,0.098818,0.108704
0.094874,0.097706,0.108157
0.095556,0.09715,0.107748
0.096101,0.096595,0.107474
0.097191,0.095761,0.106791
0.097736,0.095205,0.106518
0.098281,0.094788,0.106244
0.098826,0.094371,0.105835
0.099779,0.093676,0.105015
0.100188,0.093259,0.104605
0.100733,0.092842,0.104331
0.101687,0.092147,0.103375
0.102096,0.09187,0.102965
0.102505,0.091453,0.102555
0.103186,0.090897,0.101599
0.103595,0.090758,0.101052
0.104003,0.09048,0.100642
0.104548,0.090063,0.099685
0.104957,0.089785,0.099276
0.10523,0.089646,0.098866
0.105775,0.089368,0.098046
0.105911,0.089229,0.097636
0.106183,0.089229,0.097226
0.106592,0.08909,0.096543
0.106728,0.08909,0.096133
0.107001,0.08909,0.095723
0.10741,0.089229,0.095176
0.107546,0.089368,0.094766
0.107818,0.089507,0.094493
0.107955,0.089646,0.094083
0.108363,0.089924,0.0934
0.108636,0.090202,0.09299
0.108772,0.09048,0.09258
0.109181,0.090897,0.091897
0.109317,0.091175,0.091623
0.10959,0.091314,0.091214
0.109999,0.092008,0.09053
0.110271,0.092286,0.090257
0.110407,0.092703,0.089984
0.110816,0.093259,0.08971
0.111089,0.093676,0.089437
0.111225,0.094093,0.0893
0.111497,0.094927,0.089164
0.111634,0.095483,0.089027
0.11177,0.0959,0.089027
0.112042,0.096872,0.089027
0.112179,0.097289,0.089027
0.112179,0.097845,0.089027
0.112451,0.098818,0.089027
0.112451,0.099235,0.089027
0.112587,0.099791,0.089027
0.112587,0.100764,0.089164
0.112724,0.101181,0.0893
0.112724,0.101736,0.089437
0.112724,0.102153,0.089574
0.11286,0.102987,0.089984
0.11286,0.103404,0.090394
0.11286,0.103821,0.090667
0.11286,0.104655,0.09135
0.112724,0.104933,0.09176
0.112724,0.10535,0.09217
0.112451,0.106045,0.093127
0.112451,0.106322,0.093673
0.112315,0.1066,0.094083
0.112042,0.107295,0.095176
0.111906,0.107573,0.095586
0.111634,0.107851,0.096133
0.111361,0.108407,0.097226
0.111225,0.108824,0.097636
0.110952,0.109102,0.098182
0.110544,0.109658,0.099002
0.110271,0.109936,0.099412
0.109999,0.110214,0.099822
0.109454,0.11077,0.100642
0.109181,0.111047,0.101052
0.108908,0.111186,0.101462
0.1085,0.111464,0.101735
0.107818,0.111881,0.102418
0.10741,0.11202,0.102692
0.107001,0.112298,0.103102
0.106047,0.112576,0.103785
0.105638,0.112715,0.104195
0.105093,0.112854,0.104468
0.10414,0.112993,0.105151
0.103731,0.113132,0.105561
0.103186,0.113271,0.105835
0.102232,0.113271,0.106654
0.101687,0.11341,0.107064
0.101142,0.11341,0.107474
0.100188,0.113549,0.108157
0.099643,0.113549,0.108567
0.099098,0.113688,0.108841
0.098008,0.113688,0.109524
0.097463,0.113688,0.109797
0.096918,0.113827,0.11007
0.095692,0.113688,0.110754
0.095283,0.113688,0.11089
0.094738,0.113688,0.111164
0.094193,0.113827,0.111437
0.093376,0.113688,0.111847
0.092831,0.113688,0.111984
0.092422,0.113688,0.112257
0.091741,0.11341,0.11253
0.091468,0.11341,0.112667
0.091196,0.113271,0.112803
0.09065,0.113132,0.113077
0.090378,0.112854,0.113213
0.090105,0.112715,0.11335
0.08956,0.112437,0.113487
0.089288,0.112159,0.113623
0.089152,0.111881,0.11376
0.088743,0.111464,0.11376
0.088607,0.111186,0.11376
0.08847,0.11077,0.113897
0.088198,0.110214,0.11376
0.088198,0.109936,0.11376
0.088062,0.109519,0.11376
0.088062,0.108685,0.113487
0.088198,0.108407,0.113487
0.088198,0.10799,0.11335
0.08847,0.107017,0.113077
0.088607,0.1066,0.11294
0.088879,0.106184,0.112667
0.089288,0.105211,0.112393
0.08956,0.104794,0.11212
0.089833,0.104238,0.111847
0.090514,0.103265,0.111437
0.090923,0.102848,0.111164
0.091196,0.102292,0.11089
0.092013,0.101181,0.110207
0.092286,0.100764,0.109934
0.092831,0.100208,0.109661
0.093648,0.099235,0.108977
0.094057,0.098679,0.108567
0.094602,0.098123,0.108294
0.095556,0.09715,0.107474
0.095964,0.096733,0.107064
0.096509,0.096178,0.106791
0.097054,0.095761,0.106381
0.098008,0.094788,0.105698
0.098553,0.094371,0.105288
0.099098,0.093954,0.104878
0.100188,0.09312,0.104195
0.100733,0.092703,0.103785
0.101142,0.092425,0.103512
0.102232,0.091731,0.102692
0.102641,0.091453,0.102282
0.103186,0.091175,0.101872
0.103867,0.090758,0.101052
0.104276,0.090619,0.100642
0.104685,0.09048,0.100232
0.10523,0.090063,0.099276
0.105502,0.089924,0.098866
0.105775,0.089785,0.098456
0.106183,0.089507,0.097499
0.10632,0.089229,0.097089
0.106592,0.08909,0.096543
0.106865,0.088812,0.095723
0.107001,0.088812,0.095313
0.107137,0.088673,0.094903
0.10741,0.088673,0.09422
0.107546,0.088673,0.09381
0.107818,0.088812,0.093536
0.107955,0.088812,0.093127
0.108363,0.08909,0.09258
0.1085,0.089368,0.092307
0.108636,0.089646,0.092033
0.109045,0.090202,0.091487
0.109181,0.09048,0.091077
0.109454,0.090897,0.090804
0.109862,0.091731,0.090257
0.110135,0.092147,0.09012
0.110271,0.092703,0.089847
0.11068,0.093537,0.0893
0.110816,0.094093,0.089164
0.110952,0.094649,0.089027
0.111361,0.095622,0.088754
0.111497,0.096178,0.088617
0.11177,0.096595,0.088617
0.112042,0.097567,0.088617
0.112179,0.097984,0.088617
0.112179,0.098401,0.088754
0.112315,0.099374,0.088891
0.112451,0.099791,0.089027
0.112451,0.100208,0.0893
0.112451,0.100625,0.089437
0.112451,0.101459,0.089847
0.112451,0.102014,0.09012
0.112451,0.102431,0.090394
0.112451,0.103404,0.090804
0.112315,0.103821,0.091077
0.112315,0.104377,0.091487
0.112315,0.105211,0.092033
0.112179,0.105628,0.092443
0.112179,0.105906,0.092853
0.112042,0.106739,0.093536
0.112042,0.107156,0.093946
0.111906,0.107434,0.094493
0.11177,0.108129,0.09545
0.111634,0.108407,0.095859
0.111497,0.108685,0.096269
0.111225,0.109241,0.097363
0.111089,0.109519,0.097772
0.110816,0.109797,0.098319
0.110407,0.110214,0.099276
0.110271,0.110631,0.099822
0.109999,0.11077,0.100369
0.109454,0.111325,0.101189
0.109045,0.111464,0.101735
0.108772,0.111742,0.102145
0.108363,0.111881,0.102555
0.107682,0.112298,0.103375
0.107273,0.112437,0.103785
0.106728,0.112576,0.104195
0.105911,0.112854,0.104878
0.105366,0.112993,0.105151
0.104957,0.113132,0.105425
0.103867,0.113271,0.106108
0.103322,0.11341,0.106381
0.102777,0.113549,0.106654
0.101687,0.113549,0.107338
0.101142,0.113688,0.107611
0.100733,0.113688,0.107884
0.099643,0.113688,0.108431
0.099098,0.113688,0.108704
0.098553,0.113549,0.108977
0.097463,0.113549,0.109524
0.097054,0.11341,0.109797
0.096509,0.11341,0.11007
0.095556,0.113271,0.110617
0.095011,0.113271,0.110754
0.094602,0.113132,0.111027
0.094057,0.112993,0.1113
0.093239,0.112854,0.11171
0.092831,0.112854,0.111847
0.092422,0.112715,0.111984
0.091604,0.112576,0.112393
0.091196,0.112437,0.11253
0.090923,0.112298,0.11253
0.090105,0.112159,0.112803
0.089833,0.11202,0.11294
0.089424,0.111742,0.11294
0.088879,0.111603,0.113077
0.088607,0.111464,0.113213
0.088334,0.111186,0.113213
0.088062,0.11077,0.113213
0.087925,0.110492,0.113213
0.087789,0.110214,0.113213
0.087653,0.109658,0.113213
0.087517,0.10938,0.113077
0.087653,0.109102,0.113077
0.087653,0.108268,0.112803
0.087653,0.10799,0.112667
0.087789,0.107434,0.11253
0.087925,0.1066,0.112257
0.088062,0.106184,0.111984
0.088334,0.105628,0.111847
0.08847,0.105211,0.11171
0.089015,0.104099,0.1113
0.089288,0.103682,0.111027
0.08956,0.103126,0.11089
0.090378,0.102153,0.11048
0.090787,0.101597,0.110207
0.091332,0.101042,0.109934
0.092422,0.09993,0.109524
0.092967,0.099513,0.109251
0.093512,0.098957,0.108977
0.094738,0.097845,0.108431
0.095419,0.097428,0.108157
0.095964,0.096872,0.107884
0.097054,0.096039,0.107201
0.097599,0.095622,0.106928
0.098144,0.095205,0.106654
0.098962,0.094371,0.105835
0.099507,0.093954,0.105561
0.099916,0.093537,0.105288
0.100733,0.092981,0.104468
0.101142,0.092703,0.104058
0.101551,0.092425,0.103648
0.102232,0.09187,0.102828
0.102641,0.091592,0.102418
0.10305,0.091314,0.102008
0.103322,0.091036,0.101462
0.104003,0.09048,0.100505
0.104276,0.090202,0.099959
0.104685,0.090063,0.099549
0.10523,0.089646,0.098456
0.105502,0.089368,0.098046
0.105911,0.089229,0.097499
0.106456,0.088951,0.096543
0.106728,0.088951,0.096133
0.107001,0.088812,0.095723
0.107546,0.088951,0.094903
0.107818,0.088951,0.094493
0.107955,0.08909,0.094083
0.1085,0.089368,0.0934
0.108636,0.089507,0.09299
0.108908,0.089646,0.092717
0.109181,0.090063,0.092033
0.109454,0.090202,0.09176
0.10959,0.090341,0.091487
0.109862,0.090758,0.09094
0.109999,0.091036,0.090667
0.110135,0.091314,0.090394
0.110271,0.091592,0.09012
0.110544,0.092147,0.08971
0.11068,0.092564,0.089574
0.110816,0.092842,0.089437
0.111089,0.093815,0.089027
0.111225,0.094232,0.088891
0.111361,0.094788,0.088754
0.111634,0.095761,0.088481
0.11177,0.096178,0.088481
0.11177,0.096733,0.088344
0.112042,0.097706,0.088207
0.112179,0.098401,0.088344
0.112179,0.098818,0.088344
0.112315,0.09993,0.088481
0.112451,0.100486,0.088617
0.112451,0.100903,0.088891
0.112587,0.102014,0.0893
0.112587,0.10257,0.089574
0.112587,0.102987,0.089984
0.112587,0.103821,0.090667
0.112587,0.104377,0.091077
0.112451,0.104794,0.091487
0.112451,0.105489,0.092307
0.112315,0.105906,0.092717
0.112179,0.106184,0.093127
0.112042,0.1066,0.093673
0.11177,0.107156,0.094493
0.111634,0.107434,0.094903
0.111497,0.107712,0.095313
0.111089,0.108268,0.096269
0.110952,0.108546,0.096679
0.11068,0.108824,0.097089
0.110135,0.10938,0.097909
0.109862,0.109658,0.098319
0.10959,0.109936,0.098866
0.109045,0.110492,0.099685
0.108636,0.11077,0.100095
0.108363,0.111047,0.100642
0.107682,0.111464,0.101599
0.107273,0.111742,0.102008
0.107001,0.111881,0.102555
0.106183,0.112298,0.103375
0.105911,0.112437,0.103785
0.105502,0.112576,0.104195
0.104821,0.112854,0.105151
0.104412,0.112993,0.105561
0.10414,0.113132,0.105835
0.103595,0.113132,0.106244
0.102913,0.113271,0.106928
0.102368,0.11341,0.107201
0.10196,0.11341,0.107611
0.10087,0.11341,0.108157
0.100325,0.113549,0.108431
0.099779,0.113549,0.108704
0.098689,0.113549,0.109251
0.098144,0.113549,0.109524
0.097599,0.113549,0.109661
0.096373,0.11341,0.11007
0.095828,0.11341,0.110344
0.095419,0.11341,0.110617
0.094329,0.113271,0.111027
0.093921,0.113271,0.111164
0.093376,0.113271,0.1113
0.092558,0.113132,0.11171
0.092149,0.112993,0.111984
0.091877,0.112993,0.11212
0.091059,0.112854,0.112393
0.090787,0.112715,0.112667
0.090514,0.112715,0.112803
0.089969,0.112437,0.113077
0.089697,0.112298,0.113213
0.089424,0.112159,0.113213
0.089152,0.11202,0.11335
0.088607,0.111603,0.113623
0.08847,0.111464,0.113623
0.088198,0.111047,0.113623
0.087925,0.110492,0.11376
0.087789,0.110214,0.11376
0.087653,0.109797,0.113623
0.087517,0.109102,0.113487
0.087517,0.108685,0.11335
0.087653,0.108268,0.113213
0.087789,0.107295,0.11294
0.087925,0.106878,0.112803
0.088198,0.106322,0.11253
0.088607,0.10535,0.111984
0.088879,0.104794,0.111847
0.089288,0.104377,0.111574
0.089833,0.103265,0.11089
0.090105,0.102848,0.110617
0.090514,0.102292,0.110344
0.091196,0.101181,0.109797
0.091604,0.100764,0.109524
0.092013,0.100208,0.109251
0.092422,0.099652,0.108977
0.093239,0.09854,0.108431
0.093784,0.097984,0.108157
0.094193,0.097567,0.107748
0.095147,0.096456,0.107201
0.095692,0.0959,0.106928
0.096237,0.095483,0.106654
0.097327,0.09451,0.106108
0.097736,0.094093,0.105698
0.098281,0.093676,0.105425
0.099234,0.092981,0.104741
0.099779,0.092564,0.104468
0.100325,0.092286,0.104058
0.101142,0.091731,0.103375
0.101551,0.091453,0.102965
0.102096,0.091175,0.102418
0.102913,0.090758,0.101599
0.103186,0.090619,0.101052
0.103595,0.09048,0.100642
0.104276,0.090063,0.099685
0.104548,0.089924,0.099139
0.104821,0.089646,0.098592
0.105366,0.089368,0.097636
0.105775,0.089229,0.097226
0.106047,0.08909,0.096816
0.106183,0.088951,0.096269
0.106728,0.088812,0.09545
0.107001,0.088673,0.09504
0.107137,0.088812,0.09463
0.107682,0.088812,0.093946
0.107818,0.088812,0.093536
0.108091,0.088951,0.093263
0.1085,0.089229,0.09258
0.108772,0.089229,0.092307
0.108908,0.089507,0.092033
0.109317,0.089924,0.091487
0.109454,0.090202,0.091214
0.109726,0.09048,0.090804
0.109999,0.091175,0.090394
0.110135,0.091453,0.09012
0.110271,0.09187,0.089847
0.110544,0.092564,0.089437
0.11068,0.092981,0.0893
0.110816,0.093398,0.089027
0.111089,0.094371,0.088754
0.111225,0.094788,0.088617
0.111225,0.095344,0.088481
0.111361,0.0959,0.088481
0.111497,0.096872,0.088344
0.111497,0.097428,0.088344
0.111634,0.097984,0.088344
0.11177,0.098957,0.088617
0.11177,0.099513,0.088754
0.11177,0.100069,0.088891
0.111906,0.101181,0.0893
0.112042,0.101736,0.089574
0.112179,0.102153,0.08971
0.112179,0.103265,0.090257
0.112179,0.103682,0.090667
0.112179,0.104238,0.09094
0.112179,0.105072,0.091623
0.112315,0.105489,0.092033
0.112179,0.105906,0.092443
0.112179,0.1066,0.093127
0.112042,0.107017,0.093673
0.112042,0.107295,0.094083
0.111906,0.107851,0.094903
0.111906,0.108129,0.095313
0.11177,0.108407,0.095723
0.111497,0.108824,0.096543
0.111361,0.109102,0.097089
0.111225,0.109241,0.097499
0.110952,0.109519,0.097909
0.110407,0.109936,0.098866
0.110135,0.110075,0.099276
0.109862,0.110353,0.099685
0.109181,0.11077,0.100642
0.108772,0.111047,0.101052
0.108363,0.111186,0.101599
0.107546,0.111603,0.102418
0.107137,0.111881,0.102828
0.106592,0.11202,0.103238
0.105638,0.112437,0.104058
0.105093,0.112576,0.104468
0.104685,0.112715,0.104878
0.103595,0.112854,0.105561
0.10305,0.112993,0.105971
0.102641,0.112993,0.106381
0.101551,0.113132,0.107064
0.101142,0.113132,0.107338
0.100597,0.113271,0.107748
0.099643,0.113132,0.108294
0.099234,0.113132,0.108567
0.098689,0.113132,0.108704
0.098281,0.113132,0.108977
0.097463,0.112993,0.109524
0.096918,0.112854,0.109661
0.096509,0.112854,0.109934
0.095556,0.112715,0.110207
0.095011,0.112715,0.11048
0.094466,0.112576,0.110617
0.093376,0.112437,0.11089
0.092831,0.112437,0.111164
0.092286,0.112298,0.1113
0.091468,0.112298,0.111574
0.090923,0.112159,0.11171
0.090514,0.112159,0.111984
0.089833,0.11202,0.112257
0.089424,0.11202,0.112393
0.089152,0.11202,0.11253
0.088607,0.111881,0.112803
0.088334,0.111742,0.11294
0.088198,0.111603,0.11294
0.087789,0.111325,0.113213
0.087789,0.111186,0.113213
0.087653,0.110909,0.113213
0.087517,0.110353,0.11335
0.08738,0.110075,0.11335
0.08738,0.109658,0.11335
0.08738,0.109241,0.113213
0.087517,0.108407,0.113077
0.087517,0.107851,0.11294
0.087653,0.107434,0.112803
0.087789,0.106322,0.112393
0.088062,0.105767,0.112257
0.088198,0.105211,0.111984
0.088743,0.104238,0.111574
0.089015,0.103543,0.1113
0.089288,0.102987,0.111027
0.090105,0.102014,0.11048
0.090514,0.101459,0.110207
0.090923,0.100903,0.109934
0.091877,0.09993,0.109387
0.092422,0.099513,0.109114
0.092967,0.098957,0.108704
0.094057,0.097984,0.108157
0.094602,0.097567,0.107884
0.095147,0.097011,0.107611
0.096101,0.096178,0.107064
0.096646,0.095761,0.106791
0.097191,0.095344,0.106518
0.098281,0.09451,0.105971
0.098689,0.094232,0.105698
0.099234,0.093815,0.105288
0.099643,0.093537,0.105015
0.100597,0.092842,0.104331
0.101142,0.092564,0.103921
0.101551,0.092286,0.103512
0.102505,0.091592,0.102692
0.102913,0.091314,0.102282
0.103322,0.091036,0.101872
0.104003,0.090619,0.100915
0.104412,0.090341,0.100369
0.104821,0.090063,0.099959
0.105502,0.089646,0.098866
0.105775,0.089368,0.098319
0.106047,0.089229,0.097909
0.106592,0.088951,0.096953
0.106728,0.088812,0.096406
0.107001,0.088812,0.095996
0.10741,0.088673,0.09504
0.107546,0.088673,0.09463
0.107682,0.088673,0.09422
0.107955,0.088812,0.0934
0.108227,0.088951,0.093127
0.108363,0.08909,0.092717
0.1085,0.089229,0.092307
0.108772,0.089368,0.09176
0.108908,0.089646,0.09135
0.109045,0.089785,0.091077
0.109454,0.090202,0.09053
0.109454,0.09048,0.090257
0.10959,0.090758,0.089984
0.109862,0.091453,0.089437
0.109999,0.09187,0.0893
0.110135,0.092286,0.089027
0.110407,0.09312,0.088754
0.110407,0.093537,0.088617
0.110544,0.093954,0.088481
0.11068,0.095066,0.088207
0.11068,0.095483,0.088071
0.110816,0.096039,0.088071
0.110952,0.097011,0.088071
0.111089,0.097706,0.088071
0.111089,0.098123,0.088207
0.111361,0.099096,0.088481
0.111361,0.099652,0.088617
0.111497,0.100208,0.088754
0.111634,0.101181,0.089437
0.11177,0.101736,0.08971
0.111906,0.102153,0.089984
0.111906,0.102709,0.090394
0.112042,0.103543,0.091077
0.112042,0.104099,0.091487
0.112179,0.104516,0.09176
0.112179,0.105489,0.092443
0.112042,0.105906,0.092717
0.112042,0.106322,0.09299
0.111906,0.107156,0.093673
